,BORO,STORIES,FULLVAL,YEAR,LOT,BLDGCL,AVTOT2,Community_Board,Council_District,Lot_Area,Building_Area,Census_Tract,AVLAND2,EXLAND2,EXTOT2,EXCD2
45079,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_402,cds_26,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_2,extot2_2,extot2_2
60155,bor_2,str_1,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_208,cds_11,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_2,extot2_2,extot2_2
55538,bor_1,str_2,val_3,yrs_1,lot_1,bcl_D0,transval_3,cmb_105,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
35198,bor_3,str_1,val_3,yrs_2,lot_1,bcl_C6,transval_3,cmb_302,cds_33,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
38936,bor_1,str_1,val_2,yrs_2,lot_1,bcl_C6,transval_2,cmb_103,cds_2,lotarea_1,buildingarea_1,census_2,avland2_3,exland2_2,extot2_2,extot2_2
43130,bor_2,str_1,val_1,yrs_2,lot_2,bcl_R4,transval_1,cmb_211,cds_13,lotarea_2,buildingarea_1,census_1,avland2_1,exland2_1,extot2_1,extot2_1
52046,bor_3,str_1,val_2,yrs_1,lot_1,bcl_C6,transval_2,cmb_308,cds_35,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_1,extot2_1
7188,bor_5,str_1,val_2,yrs_3,lot_1,bcl_M1,transval_2,cmb_501,cds_49,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
57156,bor_1,str_1,val_3,yrs_1,lot_1,bcl_C6,transval_3,cmb_108,cds_5,lotarea_1,buildingarea_1,census_3,avland2_3,exland2_1,extot2_1,extot2_1
37808,bor_4,str_1,val_3,yrs_2,lot_1,bcl_C6,transval_3,cmb_407,cds_19,lotarea_3,buildingarea_1,census_2,avland2_3,exland2_3,extot2_3,extot2_3
65134,bor_1,str_1,val_3,yrs_1,lot_1,bcl_C6,transval_3,cmb_108,cds_5,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_1,extot2_1,extot2_1
29819,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_407,cds_20,lotarea_3,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
27943,bor_3,str_1,val_2,yrs_2,lot_1,bcl_C6,transval_2,cmb_314,cds_40,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_3,extot2_3
6237,bor_4,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_406,cds_29,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_2,extot2_2,extot2_2
48977,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_3,avland2_3,exland2_2,extot2_2,extot2_2
6538,bor_4,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_407,cds_20,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
37113,bor_4,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_406,cds_29,lotarea_3,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
16150,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
48357,bor_1,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_106,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
28311,bor_3,str_1,val_2,yrs_2,lot_1,bcl_M1,transval_2,cmb_315,cds_48,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_3,extot2_3
66251,bor_2,str_1,val_2,yrs_1,lot_2,bcl_C6,transval_2,cmb_205,cds_14,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
70163,bor_4,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_404,cds_21,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
71616,bor_5,str_1,val_1,yrs_1,lot_2,bcl_R2,transval_1,cmb_501,cds_49,lotarea_1,buildingarea_1,census_1,avland2_1,exland2_1,extot2_1,extot2_1
41324,bor_1,str_1,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_112,cds_10,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
12393,bor_3,str_1,val_3,yrs_3,lot_1,bcl_M3,transval_3,cmb_310,cds_43,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
48794,bor_1,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_110,cds_9,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
60815,bor_3,str_1,val_2,yrs_1,lot_1,bcl_M9,transval_2,cmb_301,cds_33,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
63099,bor_4,str_1,val_3,yrs_1,lot_1,bcl_M9,transval_3,cmb_413,cds_27,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
55964,bor_1,str_1,val_2,yrs_1,lot_1,bcl_I9,transval_2,cmb_104,cds_3,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
19317,bor_3,str_1,val_3,yrs_3,lot_1,bcl_C6,transval_3,cmb_307,cds_38,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
48238,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
31141,bor_1,str_1,val_3,yrs_2,lot_1,bcl_C6,transval_2,cmb_106,cds_2,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_3,extot2_3
46401,bor_4,str_1,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_408,cds_24,lotarea_3,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
29817,bor_4,str_1,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_407,cds_20,lotarea_3,buildingarea_2,census_2,avland2_3,exland2_2,extot2_2,extot2_2
19543,bor_3,str_1,val_2,yrs_3,lot_1,bcl_C7,transval_2,cmb_303,cds_41,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
43080,bor_2,str_1,val_1,yrs_2,lot_2,bcl_R4,transval_1,cmb_211,cds_13,lotarea_2,buildingarea_1,census_1,avland2_1,exland2_1,extot2_1,extot2_1
3780,bor_2,str_2,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_211,cds_15,lotarea_2,buildingarea_2,census_3,avland2_2,exland2_2,extot2_3,extot2_3
25184,bor_1,str_1,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_112,cds_10,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
44263,bor_3,str_1,val_2,yrs_2,lot_1,bcl_M9,transval_2,cmb_301,cds_33,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_2,extot2_2
957,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
53806,bor_4,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_406,cds_29,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_2,extot2_2,extot2_2
60073,bor_3,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_302,cds_33,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
20067,bor_3,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_312,cds_40,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_2,extot2_2
53113,bor_3,str_1,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_315,cds_47,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
62102,bor_4,str_1,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_406,cds_29,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
13110,bor_4,str_1,val_2,yrs_3,lot_1,bcl_C6,transval_2,cmb_403,cds_21,lotarea_2,buildingarea_1,census_1,avland2_2,exland2_1,extot2_1,extot2_1
7437,bor_1,str_1,val_2,yrs_3,lot_1,bcl_C6,transval_2,cmb_103,cds_2,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
44008,bor_3,str_1,val_2,yrs_2,lot_2,bcl_M1,transval_2,cmb_308,cds_41,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_1,extot2_1
9567,bor_1,str_1,val_3,yrs_3,lot_1,bcl_M1,transval_3,cmb_112,cds_7,lotarea_2,buildingarea_1,census_3,avland2_3,exland2_3,extot2_3,extot2_3
12299,bor_3,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_312,cds_39,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
36413,bor_3,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_314,cds_48,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
31672,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
64988,bor_1,str_2,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_1,extot2_1,extot2_1
12881,bor_3,str_1,val_3,yrs_3,lot_2,bcl_D4,transval_3,cmb_315,cds_48,lotarea_3,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
45710,bor_4,str_1,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_407,cds_20,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
18556,bor_2,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_211,cds_13,lotarea_2,buildingarea_2,census_3,avland2_2,exland2_1,extot2_1,extot2_1
6020,bor_4,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_404,cds_21,lotarea_3,buildingarea_2,census_3,avland2_3,exland2_2,extot2_2,extot2_2
69484,bor_3,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_310,cds_43,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
61306,bor_3,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_310,cds_43,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_1,extot2_1
49414,bor_1,str_1,val_2,yrs_1,lot_1,bcl_C6,transval_2,cmb_112,cds_7,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
24500,bor_1,str_2,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_1,extot2_1,extot2_1
35941,bor_3,str_1,val_2,yrs_2,lot_1,bcl_C1,transval_2,cmb_304,cds_37,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_2,extot2_2
8613,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
30891,bor_1,str_2,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_105,cds_3,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_1,extot2_1,extot2_1
66308,bor_2,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_208,cds_14,lotarea_2,buildingarea_2,census_1,avland2_2,exland2_2,extot2_2,extot2_2
18198,bor_2,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_211,cds_13,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_1,extot2_1,extot2_1
40623,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_5,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
32443,bor_1,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_5,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_1,extot2_1,extot2_1
21195,bor_4,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_403,cds_25,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
12847,bor_3,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_318,cds_46,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
16271,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
16050,bor_1,str_3,val_3,yrs_3,lot_2,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_1,extot2_1,extot2_1
55906,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_106,cds_2,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
7483,bor_1,str_1,val_3,yrs_3,lot_2,bcl_R9,transval_3,cmb_101,cds_1,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
13480,bor_4,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_409,cds_29,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
65129,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
12223,bor_3,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_312,cds_39,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
36832,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_403,cds_25,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
66085,bor_1,str_1,val_2,yrs_1,lot_1,bcl_C6,transval_3,cmb_110,cds_9,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
19811,bor_3,str_1,val_2,yrs_3,lot_1,bcl_C6,transval_2,cmb_302,cds_35,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
71262,bor_4,str_1,val_3,yrs_1,lot_2,bcl_M1,transval_3,cmb_408,cds_24,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
21631,bor_4,str_1,val_3,yrs_3,lot_1,bcl_C6,transval_3,cmb_407,cds_19,lotarea_1,buildingarea_1,census_2,avland2_3,exland2_3,extot2_3,extot2_3
17483,bor_2,str_1,val_2,yrs_3,lot_1,bcl_C7,transval_2,cmb_206,cds_15,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
24267,bor_1,str_3,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
69736,bor_3,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_315,cds_48,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_1,extot2_1,extot2_1
13483,bor_4,str_1,val_3,yrs_3,lot_2,bcl_D4,transval_3,cmb_406,cds_29,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
59680,bor_2,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_211,cds_13,lotarea_2,buildingarea_2,census_3,avland2_2,exland2_2,extot2_3,extot2_3
14383,bor_4,str_1,val_3,yrs_3,lot_1,bcl_C6,transval_3,cmb_413,cds_31,lotarea_3,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
54418,bor_4,str_1,val_3,yrs_1,lot_1,bcl_C6,transval_3,cmb_407,cds_19,lotarea_3,buildingarea_1,census_3,avland2_3,exland2_3,extot2_3,extot2_3
57866,bor_2,str_1,val_2,yrs_1,lot_1,bcl_C6,transval_2,cmb_207,cds_15,lotarea_1,buildingarea_1,census_3,avland2_2,exland2_1,extot2_2,extot2_2
5106,bor_3,str_1,val_3,yrs_3,lot_1,bcl_C6,transval_3,cmb_311,cds_43,lotarea_3,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
2585,bor_2,str_1,val_2,yrs_3,lot_2,bcl_C1,transval_2,cmb_205,cds_15,lotarea_1,buildingarea_1,census_3,avland2_2,exland2_1,extot2_3,extot2_3
806,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
44085,bor_3,str_1,val_2,yrs_2,lot_1,bcl_C6,transval_2,cmb_302,cds_35,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
62550,bor_4,str_1,val_3,yrs_1,lot_1,bcl_M1,transval_3,cmb_407,cds_20,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
40054,bor_1,str_3,val_3,yrs_2,lot_1,bcl_W5,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
51889,bor_2,str_1,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_208,cds_11,lotarea_3,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
11269,bor_2,str_1,val_3,yrs_3,lot_2,bcl_C6,transval_3,cmb_208,cds_11,lotarea_3,buildingarea_2,census_3,avland2_3,exland2_2,extot2_3,extot2_3
22211,bor_4,str_1,val_3,yrs_3,lot_2,bcl_C6,transval_3,cmb_413,cds_23,lotarea_3,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
5124,bor_3,str_1,val_2,yrs_3,lot_1,bcl_M9,transval_2,cmb_315,cds_44,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
52362,bor_3,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_302,cds_35,lotarea_3,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
967,bor_1,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
43540,bor_2,str_3,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_208,cds_11,lotarea_3,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
57127,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
38883,bor_1,str_1,val_2,yrs_2,lot_1,bcl_C6,transval_2,cmb_104,cds_3,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
43254,bor_3,str_2,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_302,cds_33,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
47305,bor_1,str_2,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_105,cds_3,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_1,extot2_1,extot2_1
35492,bor_3,str_1,val_2,yrs_2,lot_3,bcl_R2,transval_2,cmb_303,cds_41,lotarea_2,buildingarea_1,census_1,avland2_1,exland2_1,extot2_1,extot2_1
1631,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
54565,bor_4,str_1,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_411,cds_23,lotarea_3,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
219,bor_1,str_1,val_3,yrs_3,lot_1,bcl_C6,transval_3,cmb_103,cds_2,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
61437,bor_3,str_1,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_315,cds_47,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
19371,bor_3,str_1,val_1,yrs_3,lot_2,bcl_R2,transval_1,cmb_316,cds_41,lotarea_1,buildingarea_1,census_1,avland2_1,exland2_1,extot2_1,extot2_1
45675,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_406,cds_29,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
41339,bor_2,str_1,val_2,yrs_2,lot_2,bcl_D4,transval_2,cmb_204,cds_8,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_1,extot2_1
34891,bor_2,str_1,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_208,cds_11,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
55505,bor_1,str_2,val_3,yrs_1,lot_1,bcl_D0,transval_3,cmb_104,cds_3,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
50546,bor_2,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_209,cds_18,lotarea_3,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
60410,bor_3,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_306,cds_39,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
28890,bor_4,str_1,val_3,yrs_2,lot_2,bcl_R9,transval_3,cmb_401,cds_22,lotarea_3,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
17257,bor_2,str_1,val_2,yrs_3,lot_1,bcl_C1,transval_2,cmb_201,cds_8,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_2,extot2_2
62710,bor_4,str_1,val_2,yrs_1,lot_1,bcl_C6,transval_2,cmb_411,cds_19,lotarea_2,buildingarea_2,census_2,avland2_3,exland2_2,extot2_2,extot2_2
47279,bor_1,str_1,val_2,yrs_1,lot_2,bcl_C6,transval_2,cmb_104,cds_3,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
15791,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
16962,bor_1,str_2,val_2,yrs_3,lot_1,bcl_D4,transval_2,cmb_111,cds_9,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
25843,bor_2,str_1,val_3,yrs_2,lot_1,bcl_M1,transval_3,cmb_210,cds_13,lotarea_3,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
36113,bor_3,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_312,cds_39,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_1,extot2_1,extot2_1
40684,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
47581,bor_1,str_1,val_3,yrs_1,lot_1,bcl_M1,transval_3,cmb_105,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
20072,bor_3,str_1,val_2,yrs_3,lot_2,bcl_R2,transval_2,cmb_312,cds_39,lotarea_1,buildingarea_1,census_1,avland2_1,exland2_1,extot2_1,extot2_1
52792,bor_3,str_1,val_2,yrs_1,lot_1,bcl_M9,transval_2,cmb_312,cds_40,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_2,extot2_2
39210,bor_1,str_1,val_3,yrs_2,lot_2,bcl_D0,transval_3,cmb_105,cds_3,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
63185,bor_4,str_1,val_3,yrs_1,lot_1,bcl_M1,transval_3,cmb_412,cds_27,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
37678,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_407,cds_20,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_1,extot2_1,extot2_1
26419,bor_2,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_209,cds_18,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_1,extot2_1
43510,bor_3,str_2,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_302,cds_33,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
40686,bor_1,str_2,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_111,cds_4,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_2,extot2_2,extot2_2
9419,bor_1,str_1,val_3,yrs_3,lot_1,bcl_C5,transval_3,cmb_110,cds_9,lotarea_1,buildingarea_1,census_3,avland2_3,exland2_3,extot2_3,extot2_3
48237,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_108,cds_5,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
64574,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
16149,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_106,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
31952,bor_1,str_2,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
44717,bor_3,str_1,val_3,yrs_2,lot_1,bcl_C6,transval_2,cmb_311,cds_43,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
47763,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
12388,bor_3,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_310,cds_43,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
7699,bor_1,str_2,val_3,yrs_3,lot_2,bcl_D0,transval_3,cmb_102,cds_1,lotarea_1,buildingarea_1,census_2,avland2_3,exland2_1,extot2_1,extot2_1
22921,bor_1,str_2,val_3,yrs_2,lot_1,bcl_D0,transval_3,cmb_102,cds_2,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
16199,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_106,cds_5,lotarea_1,buildingarea_1,census_3,avland2_3,exland2_1,extot2_1,extot2_1
20159,bor_3,str_1,val_3,yrs_3,lot_2,bcl_M9,transval_3,cmb_312,cds_44,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
